NEW_BUS_ID,RECONCILIATION_NUM,Percentage,Accum_Percentage,Client_Num
37858,5,0,0.892,1017
33567,5,0,0.892,1018
14715,5,0,0.892,1019
31518,5,0,0.892,1020
5973,5,0,0.892,1021
30310,5,0,0.892,1022
20525,5,0,0.892,1023
33565,5,0,0.893,1024
5833,5,0,0.893,1025
37669,5,0,0.893,1026
5593,5,0,0.893,1027
36865,5,0,0.893,1028
36826,5,0,0.893,1029
3813,5,0,0.893,1030
31395,5,0,0.893,1031
21031,5,0,0.893,1032
15605,5,0,0.893,1033
31484,5,0,0.893,1034
32265,5,0,0.893,1035
36208,5,0,0.894,1036
32254,5,0,0.894,1037
36210,5,0,0.894,1038
31538,5,0,0.894,1039
19836,5,0,0.894,1040
37245,5,0,0.894,1041
19843,5,0,0.894,1042
38083,5,0,0.894,1043
1303,5,0,0.894,1044
31570,5,0,0.894,1045
37320,5,0,0.894,1046
31559,5,0,0.895,1047
37248,5,0,0.895,1048
31450,5,0,0.895,1049
36017,5,0,0.895,1050
37095,5,0,0.895,1051
37482,5,0,0.895,1052
31530,5,0,0.895,1053
32338,5,0,0.895,1054
20685,5,0,0.895,1055
35707,5,0,0.895,1056
32337,5,0,0.895,1057
21222,5,0,0.896,1058
15808,5,0,0.896,1059
36706,5,0,0.896,1060
38033,5,0,0.896,1061
15791,5,0,0.896,1062
31321,5,0,0.896,1063
20094,5,0,0.896,1064
16459,5,0,0.896,1065
21073,5,0,0.896,1066
32310,5,0,0.896,1067
31339,5,0,0.896,1068
31347,5,0,0.896,1069
19650,5,0,0.897,1070
15786,5,0,0.897,1071
30290,5,0,0.897,1072
27590,5,0,0.897,1073
34541,5,0,0.897,1074
16476,5,0,0.897,1075
16771,5,0,0.897,1076
16769,5,0,0.897,1077
29751,5,0,0.897,1078
16767,5,0,0.897,1079
34445,5,0,0.897,1080
38539,5,0,0.898,1081
9615,5,0,0.898,1082
33846,5,0,0.898,1083
37822,5,0,0.898,1084
28772,5,0,0.898,1085
33974,5,0,0.898,1086
26968,5,0,0.898,1087
11735,5,0,0.898,1088
14584,5,0,0.898,1089
26788,5,0,0.898,1090
27810,5,0,0.898,1091
34553,5,0,0.899,1092
9773,5,0,0.899,1093
34563,5,0,0.899,1094
34782,5,0,0.899,1095
10262,5,0,0.899,1096
34629,5,0,0.899,1097
10676,5,0,0.899,1098
38256,5,0,0.899,1099
10302,5,0,0.899,1100
16472,5,0,0.899,1101
26307,5,0,0.899,1102
7973,5,0,0.899,1103
8414,5,0,0.9,1104
35318,5,0,0.9,1105
14648,5,0,0.9,1106
12015,5,0,0.9,1107
16935,5,0,0.9,1108
7993,5,0,0.9,1109
16467,5,0,0.9,1110
33800,5,0,0.9,1111
24364,5,0,0.9,1112
23904,5,0,0.9,1113
7693,5,0,0.9,1114
14618,5,0,0.901,1115
33775,5,0,0.901,1116
38528,5,0,0.901,1117
7633,5,0,0.901,1118
35237,5,0,0.901,1119
35200,5,0,0.901,1120
34568,4,0,0.901,1121
31560,4,0,0.901,1122
34668,4,0,0.901,1123
34658,4,0,0.901,1124
32034,4,0,0.901,1125
34224,4,0,0.901,1126
20507,4,0,0.901,1127
31971,4,0,0.902,1128
33918,4,0,0.902,1129
27950,4,0,0.902,1130
31588,4,0,0.902,1131
34576,4,0,0.902,1132
27990,4,0,0.902,1133
33915,4,0,0.902,1134
31431,4,0,0.902,1135
31528,4,0,0.902,1136
34242,4,0,0.902,1137
36696,4,0,0.902,1138
36725,4,0,0.902,1139
34367,4,0,0.902,1140
20781,4,0,0.902,1141
36844,4,0,0.903,1142
31515,4,0,0.903,1143
36857,4,0,0.903,1144
34023,4,0,0.903,1145
26107,4,0,0.903,1146
27493,4,0,0.903,1147
27910,4,0,0.903,1148
37078,4,0,0.903,1149
31533,4,0,0.903,1150
34002,4,0,0.903,1151
33978,4,0,0.903,1152
37166,4,0,0.903,1153
36800,4,0,0.903,1154
34270,4,0,0.903,1155
26747,4,0,0.904,1156
23185,4,0,0.904,1157
28550,4,0,0.904,1158
34679,4,0,0.904,1159
35143,4,0,0.904,1160
28791,4,0,0.904,1161
33848,4,0,0.904,1162
29191,4,0,0.904,1163
35645,4,0,0.904,1164
29230,4,0,0.904,1165
34818,4,0,0.904,1166
33840,4,0,0.904,1167
35111,4,0,0.904,1168
35122,4,0,0.904,1169
24985,4,0,0.905,1170
30631,4,0,0.905,1171
22155,4,0,0.905,1172
32286,4,0,0.905,1173
35522,4,0,0.905,1174
30551,4,0,0.905,1175
33832,4,0,0.905,1176
24565,4,0,0.905,1177
33553,4,0,0.905,1178
33563,4,0,0.905,1179
30272,4,0,0.905,1180
37926,4,0,0.905,1181
23965,4,0,0.905,1182
35350,4,0,0.905,1183
35361,4,0,0.905,1184
21476,4,0,0.906,1185
35699,4,0,0.906,1186
31251,4,0,0.906,1187
25365,4,0,0.906,1188
37464,4,0,0.906,1189
33912,4,0,0.906,1190
34711,4,0,0.906,1191
28410,4,0,0.906,1192
34741,4,0,0.906,1193
37542,4,0,0.906,1194
31346,4,0,0.906,1195
33886,4,0,0.906,1196
32309,4,0,0.906,1197
31329,4,0,0.906,1198
28490,4,0,0.907,1199
23325,4,0,0.907,1200
31327,4,0,0.907,1201
34792,4,0,0.907,1202
31319,4,0,0.907,1203
34793,4,0,0.907,1204
35780,4,0,0.907,1205
38021,4,0,0.907,1206
37644,4,0,0.907,1207
35712,4,0,0.907,1208
34800,4,0,0.907,1209
21275,4,0,0.907,1210
33853,4,0,0.907,1211
34208,4,0,0.907,1212
35220,4,0,0.908,1213
4013,4,0,0.908,1214
15744,4,0,0.908,1215
18018,4,0,0.908,1216
38708,4,0,0.908,1217
18023,4,0,0.908,1218
14631,4,0,0.908,1219
15739,4,0,0.908,1220
14646,4,0,0.908,1221
14653,4,0,0.908,1222
7814,4,0,0.908,1223
14659,4,0,0.908,1224
38709,4,0,0.908,1225
15725,4,0,0.908,1226
7573,4,0,0.909,1227
14667,4,0,0.909,1228
14673,4,0,0.909,1229
14675,4,0,0.909,1230
7093,4,0,0.909,1231
10555,4,0,0.909,1232
6973,4,0,0.909,1233
16511,4,0,0.909,1234
14712,4,0,0.909,1235
18715,4,0,0.909,1236
14718,4,0,0.909,1237
10495,4,0,0.909,1238
10756,4,0,0.909,1239
17956,4,0,0.909,1240
10357,4,0,0.91,1241
14624,4,0,0.91,1242
3534,4,0,0.91,1243
3513,4,0,0.91,1244
12115,4,0,0.91,1245
12215,4,0,0.91,1246
11555,4,0,0.91,1247
3933,4,0,0.91,1248
13875,4,0,0.91,1249
10113,4,0,0.91,1250
14554,4,0,0.91,1251
8593,4,0,0.91,1252
14558,4,0,0.91,1253
14560,4,0,0.91,1254
15750,4,0,0.91,1255
4173,4,0,0.911,1256
14579,4,0,0.911,1257
4213,4,0,0.911,1258
14591,4,0,0.911,1259
15749,4,0,0.911,1260
14600,4,0,0.911,1261
14612,4,0,0.911,1262
16483,4,0,0.911,1263
9174,4,0,0.911,1264
14619,4,0,0.911,1265
14722,4,0,0.911,1266
7153,4,0,0.911,1267
14731,4,0,0.911,1268
9513,4,0,0.911,1269
2413,4,0,0.912,1270
5933,4,0,0.912,1271
5693,4,0,0.912,1272
5673,4,0,0.912,1273
19627,4,0,0.912,1274
15688,4,0,0.912,1275
9554,4,0,0.912,1276
2474,4,0,0.912,1277
19940,4,0,0.912,1278
16571,4,0,0.912,1279
16572,4,0,0.912,1280
9758,4,0,0.912,1281
10263,4,0,0.912,1282
20128,4,0,0.912,1283
20146,4,0,0.913,1284
5133,4,0,0.913,1285
4855,4,0,0.913,1286
15624,4,0,0.913,1287
9854,4,0,0.913,1288
9953,4,0,0.913,1289
16609,4,0,0.913,1290
1306,4,0,0.913,1291
16875,4,0,0.913,1292
6173,4,0,0.913,1293
6433,4,0,0.913,1294
2853,4,0,0.913,1295
6253,4,0,0.913,1296
1105,4,0,0.913,1297
16544,4,0,0.914,1298
9433,4,0,0.914,1299
30051,3,0,0.914,1300
16453,3,0,0.914,1301
16451,3,0,0.914,1302
1953,3,0,0.914,1303
34547,3,0,0.914,1304
34601,3,0,0.914,1305
35870,3,0,0.914,1306
16446,3,0,0.914,1307
16520,3,0,0.914,1308
16442,3,0,0.914,1309
16315,3,0,0.914,1310
2337,3,0,0.914,1311
16016,3,0,0.914,1312
34539,3,0,0.914,1313
16462,3,0,0.914,1314
15955,3,0,0.914,1315
30810,3,0,0.915,1316
30830,3,0,0.915,1317
28292,3,0,0.915,1318
11655,3,0,0.915,1319
15840,3,0,0.915,1320
15833,3,0,0.915,1321
34674,3,0,0.915,1322
15817,3,0,0.915,1323
15811,3,0,0.915,1324
16533,3,0,0.915,1325
16604,3,0,0.915,1326
2313,3,0,0.915,1327
27410,3,0,0.915,1328
16517,3,0,0.915,1329
10255,3,0,0.915,1330
34730,3,0,0.915,1331
35807,3,0,0.915,1332
28150,3,0,0.915,1333
34655,3,0,0.915,1334
29010,3,0,0.916,1335
35837,3,0,0.916,1336
29350,3,0,0.916,1337
34721,3,0,0.916,1338
38258,3,0,0.916,1339
35846,3,0,0.916,1340
34281,3,0,0.916,1341
10304,3,0,0.916,1342
34729,3,0,0.916,1343
16492,3,0,0.916,1344
16548,3,0,0.916,1345
10516,3,0,0.916,1346
34694,3,0,0.916,1347
16569,3,0,0.916,1348
34737,3,0,0.916,1349
10303,3,0,0.916,1350
34671,3,0,0.916,1351
16479,3,0,0.916,1352
10295,3,0,0.916,1353
34751,3,0,0.917,1354
16463,3,0,0.917,1355
28770,3,0,0.917,1356
16516,3,0,0.917,1357
2475,3,0,0.917,1358
20435,3,0,0.917,1359
34279,3,0,0.917,1360
15709,3,0,0.917,1361
32356,3,0,0.917,1362
14957,3,0,0.917,1363
32650,3,0,0.917,1364
14911,3,0,0.917,1365
32830,3,0,0.917,1366
32891,3,0,0.917,1367
33051,3,0,0.917,1368
14750,3,0,0.917,1369
37976,3,0,0.917,1370
32349,3,0,0.917,1371
33276,3,0,0.917,1372
36173,3,0,0.918,1373
33390,3,0,0.918,1374
36462,3,0,0.918,1375
33556,3,0,0.918,1376
33562,3,0,0.918,1377
14719,3,0,0.918,1378
31493,3,0,0.918,1379
37369,3,0,0.918,1380
15680,3,0,0.918,1381
11845,3,0,0.918,1382
15620,3,0,0.918,1383
15634,3,0,0.918,1384
31910,3,0,0.918,1385
31991,3,0,0.918,1386
15625,3,0,0.918,1387
15637,3,0,0.918,1388
15623,3,0,0.918,1389
32212,3,0,0.918,1390
15622,3,0,0.918,1391
15619,3,0,0.919,1392
32328,3,0,0.919,1393
15613,3,0,0.919,1394
15610,3,0,0.919,1395
15645,3,0,0.919,1396
15646,3,0,0.919,1397
15606,3,0,0.919,1398
15655,3,0,0.919,1399
15595,3,0,0.919,1400
31554,3,0,0.919,1401
37957,3,0,0.919,1402
15715,3,0,0.919,1403
14704,3,0,0.919,1404
37125,3,0,0.919,1405
13655,3,0,0.919,1406
33979,3,0,0.919,1407
34020,3,0,0.919,1408
15774,3,0,0.919,1409
37521,3,0,0.919,1410
34069,3,0,0.92,1411
37129,3,0,0.92,1412
34164,3,0,0.92,1413
31335,3,0,0.92,1414
15720,3,0,0.92,1415
12275,3,0,0.92,1416
34227,3,0,0.92,1417
34241,3,0,0.92,1418
15785,3,0,0.92,1419
1060,3,0,0.92,1420
37849,3,0,0.92,1421
34261,3,0,0.92,1422
12095,3,0,0.92,1423
15771,3,0,0.92,1424
13715,3,0,0.92,1425
15767,3,0,0.92,1426
33928,3,0,0.92,1427
33707,3,0,0.92,1428
33708,3,0,0.92,1429
37213,3,0,0.921,1430
31461,3,0,0.921,1431
14664,3,0,0.921,1432
15736,3,0,0.921,1433
15738,3,0,0.921,1434
14643,3,0,0.921,1435
37180,3,0,0.921,1436
31424,3,0,0.921,1437
31422,3,0,0.921,1438
37174,3,0,0.921,1439
31413,3,0,0.921,1440
33827,3,0,0.921,1441
33867,3,0,0.921,1442
14576,3,0,0.921,1443
13915,3,0,0.921,1444
37031,3,0,0.921,1445
31890,3,0,0.921,1446
35276,3,0,0.921,1447
35069,3,0,0.921,1448
21316,3,0,0.922,1449
35097,3,0,0.922,1450
19075,3,0,0.922,1451
6313,3,0,0.922,1452
21202,3,0,0.922,1453
16763,3,0,0.922,1454
35076,3,0,0.922,1455
16755,3,0,0.922,1456
7873,3,0,0.922,1457
8813,3,0,0.922,1458
37656,3,0,0.922,1459
16751,3,0,0.922,1460
6213,3,0,0.922,1461
35067,3,0,0.922,1462
35639,3,0,0.922,1463
36792,3,0,0.922,1464
19177,3,0,0.922,1465
17115,3,0,0.922,1466
6153,3,0,0.922,1467
9313,3,0,0.923,1468
6093,3,0,0.923,1469
35444,3,0,0.923,1470
18024,3,0,0.923,1471
21149,3,0,0.923,1472
35056,3,0,0.923,1473
25727,3,0,0.923,1474
38365,3,0,0.923,1475
35322,3,0,0.923,1476
23604,3,0,0.923,1477
4533,3,0,0.923,1478
35053,3,0,0.923,1479
36888,3,0,0.923,1480
6993,3,0,0.923,1481
24024,3,0,0.923,1482
37723,3,0,0.923,1483
9094,3,0,0.923,1484
21939,3,0,0.923,1485
36834,3,0,0.923,1486
4433,3,0,0.924,1487
21655,3,0,0.924,1488
23944,3,0,0.924,1489
16836,3,0,0.924,1490
3733,3,0,0.924,1491
21940,3,0,0.924,1492
35380,3,0,0.924,1493
3355,3,0,0.924,1494
6695,3,0,0.924,1495
36877,3,0,0.924,1496
21477,3,0,0.924,1497
18815,3,0,0.924,1498
21418,3,0,0.924,1499
35688,3,0,0.924,1500
24766,3,0,0.924,1501
6774,3,0,0.924,1502
7813,3,0,0.924,1503
36986,3,0,0.924,1504
35202,3,0,0.924,1505
16799,3,0,0.925,1506
18975,3,0,0.925,1507
16798,3,0,0.925,1508
2993,3,0,0.925,1509
35158,3,0,0.925,1510
35468,3,0,0.925,1511
8073,3,0,0.925,1512
35648,3,0,0.925,1513
26227,3,0,0.925,1514
2813,3,0,0.925,1515
26387,3,0,0.925,1516
4053,3,0,0.925,1517
16685,3,0,0.925,1518
34837,3,0,0.925,1519
34836,3,0,0.925,1520
20078,3,0,0.925,1521
4113,3,0,0.925,1522
34820,3,0,0.925,1523
38753,3,0,0.926,1524
16648,3,0,0.926,1525
37624,3,0,0.926,1526
16707,3,0,0.926,1527
8274,3,0,0.926,1528
20813,3,0,0.926,1529
20801,3,0,0.926,1530
5233,3,0,0.926,1531
17395,3,0,0.926,1532
20198,3,0,0.926,1533
35538,3,0,0.926,1534
20385,3,0,0.926,1535
20405,3,0,0.926,1536
9813,3,0,0.926,1537
35549,3,0,0.926,1538
16627,3,0,0.926,1539
9993,3,0,0.926,1540
9373,3,0,0.926,1541
22701,3,0,0.926,1542
22496,3,0,0.927,1543
5453,3,0,0.927,1544
35317,3,0,0.927,1545
4414,3,0,0.927,1546
34854,3,0,0.927,1547
26028,3,0,0.927,1548
22642,3,0,0.927,1549
38302,3,0,0.927,1550
34871,3,0,0.927,1551
25967,3,0,0.927,1552
22435,3,0,0.927,1553
35313,3,0,0.927,1554
35362,2,0,0.927,1555
14588,2,0,0.927,1556
14678,2,0,0.927,1557
14629,2,0,0.927,1558
33785,2,0,0.927,1559
8293,2,0,0.927,1560
33796,2,0,0.927,1561
8053,2,0,0.927,1562
33795,2,0,0.927,1563
35323,2,0,0.927,1564
35357,2,0,0.927,1565
38502,2,0,0.928,1566
1392,2,0,0.928,1567
14672,2,0,0.928,1568
33733,2,0,0.928,1569
14637,2,0,0.928,1570
14635,2,0,0.928,1571
33711,2,0,0.928,1572
35615,2,0,0.928,1573
14586,2,0,0.928,1574
14597,2,0,0.928,1575
33850,2,0,0.928,1576
14651,2,0,0.928,1577
35308,2,0,0.928,1578
38511,2,0,0.928,1579
14613,2,0,0.928,1580
14647,2,0,0.928,1581
14649,2,0,0.928,1582
33779,2,0,0.928,1583
14650,2,0,0.928,1584
33771,2,0,0.928,1585
33792,2,0,0.928,1586
14620,2,0,0.928,1587
14662,2,0,0.928,1588
33780,2,0,0.928,1589
7853,2,0,0.928,1590
36014,2,0,0.928,1591
14658,2,0,0.928,1592
33841,2,0,0.928,1593
14625,2,0,0.928,1594
33762,2,0,0.929,1595
7913,2,0,0.929,1596
14627,2,0,0.929,1597
33784,2,0,0.929,1598
10214,2,0,0.929,1599
7053,2,0,0.929,1600
32336,2,0,0.929,1601
5493,2,0,0.929,1602
32303,2,0,0.929,1603
37342,2,0,0.929,1604
15152,2,0,0.929,1605
32321,2,0,0.929,1606
4673,2,0,0.929,1607
5533,2,0,0.929,1608
5594,2,0,0.929,1609
32361,2,0,0.929,1610
15127,2,0,0.929,1611
32339,2,0,0.929,1612
15125,2,0,0.929,1613
32342,2,0,0.929,1614
35456,2,0,0.929,1615
32354,2,0,0.929,1616
6033,2,0,0.929,1617
32299,2,0,0.929,1618
32295,2,0,0.929,1619
5473,2,0,0.929,1620
32291,2,0,0.929,1621
31972,2,0,0.929,1622
35537,2,0,0.93,1623
35529,2,0,0.93,1624
35527,2,0,0.93,1625
32262,2,0,0.93,1626
32264,2,0,0.93,1627
32267,2,0,0.93,1628
32268,2,0,0.93,1629
32272,2,0,0.93,1630
32278,2,0,0.93,1631
35521,2,0,0.93,1632
5373,2,0,0.93,1633
35504,2,0,0.93,1634
15603,2,0,0.93,1635
32289,2,0,0.93,1636
1294,2,0,0.93,1637
14944,2,0,0.93,1638
6933,2,0,0.93,1639
33612,2,0,0.93,1640
33560,2,0,0.93,1641
33561,2,0,0.93,1642
6833,2,0,0.93,1643
6853,2,0,0.93,1644
14711,2,0,0.93,1645
14705,2,0,0.93,1646
33605,2,0,0.93,1647
14701,2,0,0.93,1648
6054,2,0,0.93,1649
14696,2,0,0.93,1650
33666,2,0,0.931,1651
37456,2,0,0.931,1652
33674,2,0,0.931,1653
33686,2,0,0.931,1654
14683,2,0,0.931,1655
14680,2,0,0.931,1656
14720,2,0,0.931,1657
14721,2,0,0.931,1658
35606,2,0,0.931,1659
14582,2,0,0.931,1660
36243,2,0,0.931,1661
14865,2,0,0.931,1662
32971,2,0,0.931,1663
14852,2,0,0.931,1664
14787,2,0,0.931,1665
33171,2,0,0.931,1666
33190,2,0,0.931,1667
36220,2,0,0.931,1668
33270,2,0,0.931,1669
6553,2,0,0.931,1670
33280,2,0,0.931,1671
33281,2,0,0.931,1672
33282,2,0,0.931,1673
14732,2,0,0.931,1674
14729,2,0,0.931,1675
6753,2,0,0.931,1676
3953,2,0,0.931,1677
35272,2,0,0.931,1678
2134,2,0,0.931,1679
10775,2,0,0.932,1680
37805,2,0,0.932,1681
37307,2,0,0.932,1682
9233,2,0,0.932,1683
10737,2,0,0.932,1684
2133,2,0,0.932,1685
10735,2,0,0.932,1686
34649,2,0,0.932,1687
34652,2,0,0.932,1688
2056,2,0,0.932,1689
37654,2,0,0.932,1690
2161,2,0,0.932,1691
10597,2,0,0.932,1692
35055,2,0,0.932,1693
37593,2,0,0.932,1694
34660,2,0,0.932,1695
35828,2,0,0.932,1696
10515,2,0,0.932,1697
35852,2,0,0.932,1698
34609,2,0,0.932,1699
34533,2,0,0.932,1700
1932,2,0,0.932,1701
9133,2,0,0.932,1702
34538,2,0,0.932,1703
34544,2,0,0.932,1704
34546,2,0,0.932,1705
37581,2,0,0.932,1706
35873,2,0,0.932,1707
11135,2,0,0.933,1708
35872,2,0,0.933,1709
3253,2,0,0.933,1710
10817,2,0,0.933,1711
35113,2,0,0.933,1712
34567,2,0,0.933,1713
3233,2,0,0.933,1714
2994,2,0,0.933,1715
37586,2,0,0.933,1716
35098,2,0,0.933,1717
9154,2,0,0.933,1718
10875,2,0,0.933,1719
34875,2,0,0.933,1720
9334,2,0,0.933,1721
34867,2,0,0.933,1722
2477,2,0,0.933,1723
34816,2,0,0.933,1724
35796,2,0,0.933,1725
34814,2,0,0.933,1726
34813,2,0,0.933,1727
34808,2,0,0.933,1728
9633,2,0,0.933,1729
34802,2,0,0.933,1730
35790,2,0,0.933,1731
34756,2,0,0.933,1732
34866,2,0,0.933,1733
10273,2,0,0.933,1734
34758,2,0,0.933,1735
10265,2,0,0.934,1736
34798,2,0,0.934,1737
34770,2,0,0.934,1738
34794,2,0,0.934,1739
35782,2,0,0.934,1740
35781,2,0,0.934,1741
34825,2,0,0.934,1742
2733,2,0,0.934,1743
37748,2,0,0.934,1744
34716,2,0,0.934,1745
34673,2,0,0.934,1746
34862,2,0,0.934,1747
34857,2,0,0.934,1748
34675,2,0,0.934,1749
34855,2,0,0.934,1750
10358,2,0,0.934,1751
34685,2,0,0.934,1752
34686,2,0,0.934,1753
34687,2,0,0.934,1754
35820,2,0,0.934,1755
34695,2,0,0.934,1756
2893,2,0,0.934,1757
37789,2,0,0.934,1758
34701,2,0,0.934,1759
2335,2,0,0.934,1760
35813,2,0,0.934,1761
34845,2,0,0.934,1762
34536,2,0,0.934,1763
34524,2,0,0.934,1764
14578,2,0,0.935,1765
35960,2,0,0.935,1766
37879,2,0,0.935,1767
37667,2,0,0.935,1768
33975,2,0,0.935,1769
33976,2,0,0.935,1770
8793,2,0,0.935,1771
35671,2,0,0.935,1772
13555,2,0,0.935,1773
37874,2,0,0.935,1774
37516,2,0,0.935,1775
35230,2,0,0.935,1776
34016,2,0,0.935,1777
13389,2,0,0.935,1778
35951,2,0,0.935,1779
37520,2,0,0.935,1780
3913,2,0,0.935,1781
12455,2,0,0.935,1782
34048,2,0,0.935,1783
3834,2,0,0.935,1784
10235,2,0,0.935,1785
33926,2,0,0.935,1786
34521,2,0,0.935,1787
14548,2,0,0.935,1788
37699,2,0,0.935,1789
33878,2,0,0.935,1790
14575,2,0,0.935,1791
14567,2,0,0.935,1792
14565,2,0,0.936,1793
14564,2,0,0.936,1794
14559,2,0,0.936,1795
8633,2,0,0.936,1796
14547,2,0,0.936,1797
35233,2,0,0.936,1798
1533,2,0,0.936,1799
1693,2,0,0.936,1800
14542,2,0,0.936,1801
14541,2,0,0.936,1802
14536,2,0,0.936,1803
14533,2,0,0.936,1804
14530,2,0,0.936,1805
14055,2,0,0.936,1806
3753,2,0,0.936,1807
34168,2,0,0.936,1808
34170,2,0,0.936,1809
9097,2,0,0.936,1810
35906,2,0,0.936,1811
34316,2,0,0.936,1812
34363,2,0,0.936,1813
34365,2,0,0.936,1814
11715,2,0,0.936,1815
35134,2,0,0.936,1816
34371,2,0,0.936,1817
34372,2,0,0.936,1818
34450,2,0,0.936,1819
1695,2,0,0.936,1820
34488,2,0,0.937,1821
37563,2,0,0.937,1822
3413,2,0,0.937,1823
3393,2,0,0.937,1824
34501,2,0,0.937,1825
11415,2,0,0.937,1826
11395,2,0,0.937,1827
34515,2,0,0.937,1828
34308,2,0,0.937,1829
35910,2,0,0.937,1830
11837,2,0,0.937,1831
34296,2,0,0.937,1832
34209,2,0,0.937,1833
35199,2,0,0.937,1834
34216,2,0,0.937,1835
35194,2,0,0.937,1836
34228,2,0,0.937,1837
37538,2,0,0.937,1838
34240,2,0,0.937,1839
35189,2,0,0.937,1840
3653,2,0,0.937,1841
1696,2,0,0.937,1842
34260,2,0,0.937,1843
8993,2,0,0.937,1844
34263,2,0,0.937,1845
3613,2,0,0.937,1846
35176,2,0,0.937,1847
37547,2,0,0.937,1848
3593,2,0,0.937,1849
34640,2,0,0.938,1850
14955,2,0,0.938,1851
15784,2,0,0.938,1852
29650,2,0,0.938,1853
16456,2,0,0.938,1854
30130,2,0,0.938,1855
30151,2,0,0.938,1856
16437,2,0,0.938,1857
30330,2,0,0.938,1858
36669,2,0,0.938,1859
16094,2,0,0.938,1860
15855,2,0,0.938,1861
30750,2,0,0.938,1862
15852,2,0,0.938,1863
15846,2,0,0.938,1864
37096,2,0,0.938,1865
15841,2,0,0.938,1866
15822,2,0,0.938,1867
31130,2,0,0.938,1868
31190,2,0,0.938,1869
31290,2,0,0.938,1870
16471,2,0,0.938,1871
29570,2,0,0.938,1872
15787,2,0,0.938,1873
29552,2,0,0.938,1874
16545,2,0,0.938,1875
16541,2,0,0.938,1876
16532,2,0,0.938,1877
28470,2,0,0.939,1878
28671,2,0,0.939,1879
1041,2,0,0.939,1880
16519,2,0,0.939,1881
16510,2,0,0.939,1882
28830,2,0,0.939,1883
16508,2,0,0.939,1884
29030,2,0,0.939,1885
29170,2,0,0.939,1886
16505,2,0,0.939,1887
16502,2,0,0.939,1888
16501,2,0,0.939,1889
29231,2,0,0.939,1890
29450,2,0,0.939,1891
15790,2,0,0.939,1892
31324,2,0,0.939,1893
36464,2,0,0.939,1894
15747,2,0,0.939,1895
31418,2,0,0.939,1896
15746,2,0,0.939,1897
31421,2,0,0.939,1898
31428,2,0,0.939,1899
31434,2,0,0.939,1900
31437,2,0,0.939,1901
31440,2,0,0.939,1902
31443,2,0,0.939,1903
37192,2,0,0.939,1904
15734,2,0,0.939,1905
31479,2,0,0.939,1906
31480,2,0,0.94,1907
31481,2,0,0.94,1908
31487,2,0,0.94,1909
31488,2,0,0.94,1910
15714,2,0,0.94,1911
31499,2,0,0.94,1912
31416,2,0,0.94,1913
31400,2,0,0.94,1914
36620,2,0,0.94,1915
37163,2,0,0.94,1916
37128,2,0,0.94,1917
31340,2,0,0.94,1918
36614,2,0,0.94,1919
36608,2,0,0.94,1920
31353,2,0,0.94,1921
36600,2,0,0.94,1922
37140,2,0,0.94,1923
37142,2,0,0.94,1924
15762,2,0,0.94,1925
31371,2,0,0.94,1926
15760,2,0,0.94,1927
36581,2,0,0.94,1928
31381,2,0,0.94,1929
15757,2,0,0.94,1930
15755,2,0,0.94,1931
37157,2,0,0.94,1932
31397,2,0,0.94,1933
37041,2,0,0.94,1934
16562,2,0,0.941,1935
27710,2,0,0.941,1936
21335,2,0,0.941,1937
18695,2,0,0.941,1938
21675,2,0,0.941,1939
36943,2,0,0.941,1940
21938,2,0,0.941,1941
38348,2,0,0.941,1942
18215,2,0,0.941,1943
36869,2,0,0.941,1944
22375,2,0,0.941,1945
22377,2,0,0.941,1946
22615,2,0,0.941,1947
22640,2,0,0.941,1948
17936,2,0,0.941,1949
17910,2,0,0.941,1950
22767,2,0,0.941,1951
17635,2,0,0.941,1952
36962,2,0,0.941,1953
36849,2,0,0.941,1954
21363,2,0,0.941,1955
18996,2,0,0.941,1956
36728,2,0,0.941,1957
21250,2,0,0.941,1958
38325,2,0,0.941,1959
20331,2,0,0.941,1960
20217,2,0,0.941,1961
36922,2,0,0.941,1962
20799,2,0,0.942,1963
20042,2,0,0.942,1964
20927,2,0,0.942,1965
19850,2,0,0.942,1966
19683,2,0,0.942,1967
19599,2,0,0.942,1968
19535,2,0,0.942,1969
36929,2,0,0.942,1970
19255,2,0,0.942,1971
21164,2,0,0.942,1972
36932,2,0,0.942,1973
19135,2,0,0.942,1974
36895,2,0,0.942,1975
17195,2,0,0.942,1976
23285,2,0,0.942,1977
17117,2,0,0.942,1978
16996,2,0,0.942,1979
26147,2,0,0.942,1980
37017,2,0,0.942,1981
16673,2,0,0.942,1982
26647,2,0,0.942,1983
38395,2,0,0.942,1984
26767,2,0,0.942,1985
26787,2,0,0.942,1986
16645,2,0,0.942,1987
26907,2,0,0.942,1988
37021,2,0,0.942,1989
16635,2,0,0.942,1990
27051,2,0,0.942,1991
16626,2,0,0.943,1992
16601,2,0,0.943,1993
16595,2,0,0.943,1994
16591,2,0,0.943,1995
16585,2,0,0.943,1996
16704,2,0,0.943,1997
37011,2,0,0.943,1998
16722,2,0,0.943,1999
16840,2,0,0.943,2000
23545,2,0,0.943,2001
23584,2,0,0.943,2002
16995,2,0,0.943,2003
16978,2,0,0.943,2004
24025,2,0,0.943,2005
24344,2,0,0.943,2006
24405,2,0,0.943,2007
16837,2,0,0.943,2008
16737,2,0,0.943,2009
36818,2,0,0.943,2010
36985,2,0,0.943,2011
24825,2,0,0.943,2012
